Latitude,Longitude
33.525601,-112.1020655
34.2301338,-111.3206462
33.2973867,-111.8746054
33.45154,-112.04313
NA,
31.554586,-110.230876
35.2201547,-114.0370933
33.6036767,-112.2842231
NA,
32.2410854,-110.946286
33.3899517,-111.8773528
32.822625,-109.734994
34.4803635,-114.3389424
35.7444602,-109.0764828
36.1349928,-111.2398625
31.9172595,-111.8464195
33.2956419,-110.4178011
33.49695,-112.049421
33.6392902,-111.9975215
31.7098346,76.9318095
32.3202768,-111.0100752
33.5801319,-111.8847121
33.4113095,-111.6875079
33.6091941,-112.1795844
33.6660046,-112.1160087
33.6603107,-112.3728009
33.6550895,-112.2015464
35.1108056,-114.5549829
33.6588985,-111.9564192
33.4112307,-111.6868295
33.3803795,-111.7347299
33.5321501,-112.0991257
33.4625569,-112.3521489
32.1760223,-110.9304199
33.3337537,-111.891233
33.8758829,-109.9577386
32.4292552,-110.9485905
33.4784822,-112.2575889
35.0027485,-114.5962766
33.2871651,-111.7522435
NA,
NA,
33.3840468,-111.7225666
33.6709813,-111.9222952
33.2144943,-111.5656332
33.4566545,-111.9964968
33.0731155,-111.4855536
33.394434,-111.5670454
33.3807191,-112.1669601
31.8065551,-111.0098374
33.9782824,-112.7391411
31.9649438,-110.3084953
32.265459,-109.838419
36.91754,-111.463911
35.8021258,-110.4265076
34.1465447,-114.2990257
33.0730133,-111.7591372
35.7089648,-109.5417324
35.0358297,-110.6925977
31.4175897,-109.8827933
31.340479,-110.959983
33.4060628,-110.8268096
34.1316409,-109.2855001
34.1356365,-114.2847937
33.4799281,-112.0324662
33.4792904,-112.0399987
33.38156,-111.844578
36.1895428,-94.5083481
NA,
36.1092031,-94.1595346
34.749804,-92.3395969
36.3088478,-94.1828963
35.0546664,-93.388206
35.2506878,-91.6923333
34.5890564,-94.2216623
34.7485426,-92.3214566
36.2365698,-93.1088244
35.4365325,-94.3381171
35.0522667,-90.765375
35.8366835,-90.7025355
36.1801397,-94.1368229
34.4681702,-93.0663135
36.3429502,-92.3944185
35.0859847,-92.4576613
34.7838044,-92.2229774
36.0525616,-90.4978107
35.28319,-93.149218
NA,
33.5758644,-92.8362602
33.6075473,-91.8150203
35.3741136,-94.419774
35.3557971,-94.3526657
33.2742634,-93.2391247
35.942244,-89.9188352
34.188636,-92.0176764
34.5177478,-91.5587837
34.873582,-92.124839
34.3587893,-92.785668
34.486004,-93.035211
34.5738284,-92.5855631
34.5102191,-90.6271793
33.2183768,-92.672285
31.0634479,-104.5020763
35.8668678,-90.6367043
35.7676697,-91.6343327
NA,
34.739219,-92.3932456
34.8134023,-92.2091242
NA,
36.1215204,-94.1341845
33.6490999,-93.5868952
35.0634045,-92.4196613
35.2892132,-93.7248661
35.2202352,-93.1565537
35.4856914,-93.8334873
NA,
NA,
36.1266419,-92.1276097
35.2196635,-90.7862678
33.6188504,-91.3934459
36.0747692,-90.9688963
35.8576046,-92.0869239
33.9497131,-93.8804113
35.504482,-91.9980592
35.559199,-92.452208
34.2796137,-91.3381567
35.699715,-89.975731
33.8089771,-92.4254216
35.1404435,-93.934819
34.0466596,-94.3521543
33.6691201,-94.1351439
34.1228264,-93.0887361
36.3831075,-91.8119709
33.1384943,-91.9388616
35.1683013,-92.7212279
33.8731869,-91.4802566
33.6107702,-92.0591378
33.3006613,-91.2790929
36.3589699,-93.5516979
36.3918821,-90.2046438
36.408641,-94.4593416
NA,
37.6334549,-122.0879165
40.7840157,-124.1423786
37.5921025,-122.3833423
37.7685917,-122.4347308
38.324482,-122.2971094
38.5425501,-122.4748268
38.3504826,-120.764465
38.5698181,-121.4536648
34.0650951,-118.2389113
33.9772213,-117.3815694
32.6851132,-117.0828852
32.7542698,-117.166135
NA,
40.8963361,-124.0916707
39.5062597,-121.5410928
35.3917038,-119.006893
37.3128569,-121.9332672
39.7425867,-121.849727
34.3259095,-118.4459572
40.1485519,-122.2190196
37.821677,-122.2630846
32.7804333,-115.568571
37.7908706,-122.4312411
33.9316874,-116.9461472
37.7477025,-122.4206672
32.7467064,-97.3426922
36.328572,-119.2949582
34.1280862,-118.2569564
36.742835,-119.7848543
34.0960425,-118.2906204
37.7575437,-120.8609984
NA,
37.6591974,-122.4393133
37.3356096,-121.9988491
37.8915785,-122.0588864
38.12767,-122.2484432
37.8234435,-122.2583323
37.7824588,-122.4430966
32.7515656,-117.16039
33.7382583,-118.305098
34.2166424,-119.1556484
37.970616,-121.2884565
34.1312113,-117.321673
38.2881503,-122.4656876
33.9895589,-118.2241996
NA,
34.0711743,-117.9448868
34.1019041,-117.6374336
32.7996759,-117.1546001
38.1312888,-122.2373373
NA,
34.0492579,-118.2172453
33.930826,-118.203228
34.9509201,-120.4131853
38.5711299,-121.4694949
34.6411375,-120.4395191
34.027099,-118.4863051
37.5312682,-122.2992982
33.1248595,-117.0758226
34.2200955,-118.5331136
37.80155,-121.197502
36.3237872,-119.6664466
37.9615265,-121.3019237
34.2045351,-118.216049
37.3622057,-121.8489667
34.1950106,-118.4632201
38.6640902,-121.7920913
33.1856484,-117.2904359
34.1348371,-117.2769883
38.0987422,-122.5606439
34.100917,-118.1055926
39.138174,-121.5942279
NA,
38.25459,-122.6316537
34.2187902,-118.4300562
34.098666,-118.2948023
33.9191528,-118.1288176
NA,
36.5785609,-121.9134061
34.0373956,-118.2657814
39.2282293,-121.047212
37.7893799,-122.4167294
37.327875,-121.9382674
34.1574278,-118.4870017
NA,
37.8867135,-121.2826314
33.8943451,-117.9272201
33.9698041,-118.0490733
38.4437589,-122.7011068
37.5117626,-120.8389503
37.9128769,-122.0409498
36.2062367,-121.1328224
33.779809,-118.186299
36.6080787,-119.4517641
36.9271746,-121.7930016
37.55726,-121.9797604
37.479843,-122.2546654
34.582899,-118.1443812
34.1275602,-117.8651171
37.7628141,-122.2533868
32.6188643,-117.0234103
33.6247428,-117.9300468
39.7573716,-121.5709949
33.8481751,-117.9345264
37.7557265,-122.4047381
33.775007,-117.9129076
34.0760758,-117.7504494
35.2781709,-120.6511558
32.6944471,-117.168661
34.1562138,-118.3284546
34.2892065,-118.745137
34.1344486,-118.0416623
34.1502139,-118.2304591
36.9901663,-121.9836669
33.838731,-116.543459
34.0740531,-117.351059
36.6966688,-121.6330887
38.72467,-120.7916501
35.4116457,-119.039555
36.0687768,-119.0272034
34.0664764,-118.4465738
34.0365372,-117.2051741
38.006764,-122.1327937
34.279782,-118.4599806
34.1326806,-116.2761849
NA,
34.0903051,-118.1440538
37.6933946,-121.8803417
37.6801347,-122.4740564
34.0307739,-118.4796445
38.4950726,-122.7519949
33.9121342,-117.1957233
35.3727847,-119.0276426
36.8338985,-121.3861055
34.8921713,-117.0166969
NA,
39.1530652,-123.2028906
37.8556279,-122.2575014
NA,
38.7662511,-121.2492234
37.7440837,-121.4343343
35.3829347,-118.9705331
37.7986088,-122.2316641
32.8851544,-117.2255383
34.0494519,-117.2641774
33.8727795,-117.5683133
36.6593319,-121.646662
NA,
38.1214679,-121.2869098
32.9591125,-115.5539066
33.786112,-117.8879803
34.015015,-118.100636
33.8118946,-118.3435467
38.9116531,-119.9978091
33.8384678,-118.3572436
34.4334194,-119.8104104
36.2211329,-119.3384921
37.9473152,-122.5360306
38.2620091,-122.0473434
32.3144359,-90.1778142
33.8307253,-118.2918447
34.2405259,-118.3960912
37.2517475,-121.9466889
34.0878738,-117.8935005
33.7503708,-116.9601303
33.9341503,-118.1317434
34.2744991,-119.2577289
34.4299066,-119.7233601
36.1514939,-120.3398813
37.7955406,-122.4091299
33.7882377,-118.295397
38.670333,-121.1458461
41.7736588,-124.1942469
33.6129481,-114.5950717
32.8967799,-117.2428136
38.6019299,-121.3919898
NA,
NA,
37.4332047,-122.1756787
37.3401411,-120.4671866
NA,
35.3833744,-119.0206543
37.7740749,-122.4538893
37.6659498,-120.9974006
33.8929929,-118.2950049
34.0541988,-118.2650593
34.2029255,-118.6287791
33.8083605,-118.1873236
37.6983405,-122.0896915
36.8390429,-119.660354
NA,
38.9452952,-121.1006825
34.063829,-118.2736685
33.0369008,-117.2839126
35.2922411,-120.665834
38.0043452,-122.5549508
37.5524244,-121.974401
32.7916133,-117.0954049
38.6693372,-121.3136822
34.528167,-117.293911
37.9825884,-121.8029543
33.70364,-117.986656
37.0640934,-120.8591356
33.7061109,-116.2353527
38.5626044,-121.7708959
37.4891185,-122.2251548
33.6518275,-117.9120691
36.0438161,-118.9803525
38.3485829,-122.5176091
33.663336,-117.922388
34.2067796,-118.8830898
33.8045254,-118.0669994
34.1569807,-118.6357402
37.6686472,-120.9746362
34.0383466,-118.3759001
33.5610153,-117.6653937
36.9440246,-120.0443662
33.7151853,-117.9360672
33.7426321,-116.4071663
33.847533,-118.038414
33.8599375,-118.1486551
34.0255642,-117.686109
34.097533,-117.8345314
33.8870822,-117.843323
38.4631737,-121.4163638
34.1327654,-117.8713435
38.5549023,-121.4567505
33.6089013,-117.7087247
37.2398041,-121.8002512
35.7622854,-119.2392519
33.8520823,-117.8441325
34.2434788,-119.0200789
34.4167483,-118.5617906
34.075153,-118.3802766
35.5549761,-120.7193676
32.9964572,-117.0561006
34.0237682,-118.1841496
34.0193498,-118.1865467
37.7488896,-122.457074
38.4699104,-121.4216412
34.1703846,-118.5899359
NA,
33.7189772,-117.1681518
33.9046214,-117.4690484
37.0367167,-121.5711608
37.7759705,-121.9582426
38.47212,-122.7270141
34.0620584,-118.2012738
40.5859087,-122.416861
33.5590999,-117.1839646
34.2202962,-118.456665
36.8248459,-119.7819144
34.4721381,-117.2979945
36.8424331,-119.780467
36.987682,-121.9774604
33.9293319,-118.158594
34.0655016,-117.9864524
35.3847081,-119.0399171
37.6647978,-120.9583221
33.7884864,-118.1452771
33.9498216,-118.0033296
34.0495478,-118.1383262
34.0678947,-118.1238043
34.0480516,-118.0434003
33.9490962,-118.348088
33.9821435,-118.4392192
34.057146,-118.3605281
33.8197223,-117.909464
33.7886124,-117.8262888
33.7542839,-117.8328006
33.7110583,-117.8851902
37.79803,-121.246197
34.05731,-118.3623112
37.4614452,-122.1590825
34.1602305,-118.4496328
32.7769703,-117.0573419
34.0787364,-117.6960075
37.9508418,-121.7749286
34.1710084,-118.5320407
34.0695317,-118.2634888
40.5855541,-122.3877573
33.8961384,-117.1860981
39.1318175,-121.6134333
38.3885135,-121.9380985
33.6607471,-117.7724594
33.6145875,-117.1691492
NA,
38.7474074,-121.2506572
37.7122362,-122.1433524
33.4811362,-117.1060989
33.8069502,-118.1928532
37.7064867,-122.1647052
34.0494519,-117.2641774
33.9233597,-118.2429813
33.7305509,-117.8283481
38.3970312,-122.8190115
NA,
39.8056386,-120.4623189
35.1303509,-118.4487561
36.6090539,-118.0578529
37.644145,-118.9636244
37.500397,-119.977678
41.0237722,-121.4235509
39.5213208,-122.2080463
33.3391608,-118.3307162
39.7576169,-83.8132613
40.1016415,-123.7922407
39.3898141,-123.3389913
39.3675541,-121.6894693
34.2653942,-117.168661
35.6353786,-118.4063581
40.7380611,-122.939699
41.7193201,-122.6456943
38.9353458,-122.6200816
40.58232,-124.136518
41.3186614,-122.3211994
40.4366726,-120.6278131
38.627093,-122.8643251
34.8329062,-114.6175199
37.3621826,-118.4071522
39.4326163,-123.8015164
39.9389362,-120.9621319
40.3055171,-121.2347556
39.3250383,-120.2006987
39.1044281,-122.906501
41.47963,-120.5454258
34.6018764,-120.1261802
NA,
35.64086,-117.671187
34.4427732,-119.2643943
34.2465111,-116.8884951
36.8840366,-119.8003218
37.8371901,-122.2670282
34.0975416,-118.2912946
32.7977575,-117.151407
33.7808365,-117.8657999
37.4363561,-122.1750489
33.5610153,-117.6653937
33.7827853,-117.8338445
33.8083605,-118.1873236
34.0672495,-118.2864185
NA,
40.4146785,-104.7101695
40.1822195,-105.1260783
39.9645491,-104.7685472
38.480112,-107.868883
NA,
39.7681121,-105.0898988
40.5716484,-105.0566547
39.7282404,-104.9910801
38.233881,-104.623987
37.2361018,-107.8255618
39.7470476,-104.9665169
39.7161899,-105.1298377
38.4556633,-105.229732
38.2817831,-104.612694
38.8397642,-104.7994092
39.0904811,-108.5627055
39.7426294,-104.8420288
40.0163244,-105.2362488
39.7462998,-104.971843
40.4132365,-105.0513281
38.8655367,-104.821745
39.732185,-104.9340497
39.6541703,-104.9807177
38.8257062,-102.3555891
40.2597187,-103.795364
40.4633369,-106.8145559
39.1051972,-108.6152656
39.6700386,-104.9748195
39.8635551,-104.9857089
38.7453999,-108.047
39.5324953,-107.3215051
NA,
39.6435208,-106.3822663
39.6886037,-104.8317418
39.9519333,-105.1517462
39.9564373,-104.9911905
39.7390736,-104.9411212
39.529099,-104.871212
39.5762884,-104.986104
NA,
39.970519,-105.0865215
37.24786,-107.870713
39.5694115,-106.0794407
40.4156022,-104.9971202
39.7170565,-105.1292035
39.405322,-104.8871068
40.52139,-105.0085323
39.8872431,-105.0695907
38.4809228,-102.7844528
37.6744105,-106.3648034
39.1636321,-108.7366154
40.2556786,-103.6494746
40.6414822,-102.6304334
40.5792605,-102.2902942
39.1383794,-103.4735315
40.083193,-108.8014648
37.2629076,-105.9656643
40.0762155,-102.2348548
40.9936368,-102.2689639
37.4042402,-102.612422
40.3714199,-105.5150166
39.3030065,-102.2705758
30.6879275,-91.4692918
40.1203602,-102.7370349
37.6003438,-104.8317597
39.5211131,-107.7700056
40.0569208,-106.3904418
39.2448899,-106.3015194
38.5518625,-106.9249511
37.1736682,-104.4878435
38.5431558,-106.0088247
38.0697813,-102.6104986
39.1905445,-106.8395937
40.0462851,-107.8811052
38.9746042,-105.07449
37.3621596,-108.5746092
37.2521429,-107.079137
39.7422495,-104.8349311
41.7749634,-72.6984118
41.9065432,-71.9137355
41.8808539,-73.4817327
41.5591127,-73.0598526
41.0558536,-73.5538648
41.3363078,-72.1056047
41.978018,-72.3920344
41.1889873,-73.1664362
41.7915265,-73.1338228
41.8661355,-72.4504652
41.5529483,-73.0368663
41.5493063,-72.8011451
41.034308,-73.630196
41.2166918,-73.0652463
41.5544714,-72.6470639
41.7173432,-72.2259329
41.3045436,-72.9357954
41.5432439,-72.0889953
41.7541227,-72.6791793
41.7819971,-72.5255243
41.201187,-73.2016535
41.6758208,-72.9314067
41.335133,-73.0891911
41.4050857,-73.446289
NA,
40.7215006,-74.0015739
41.7299701,-72.7909332
41.256806,-72.832842
41.4628121,-72.8364962
41.8027921,-72.7294814
41.7537542,-72.6818204
39.6878687,-75.6717108
39.7495353,-75.5666186
39.1512959,-75.5236202
38.6423096,-75.6065965
38.7719511,-75.1430456
38.9072308,-75.4325294
NA,
38.901261,-77.0507412
38.9175305,-77.0204417
38.9114532,-77.0752748
38.9364687,-77.1091435
38.9437638,-76.9915731
38.8359393,-76.9849936
38.9295004,-77.0144985
38.9271267,-77.014524
30.348622,-81.6641394
26.5047567,-80.0703818
28.5265247,-81.3776052
28.5744699,-81.3695415
25.6831489,-80.3404145
25.7887037,-80.2158355
26.6284093,-81.8740805
NA,
29.2004452,-81.0547222
26.1503471,-81.7987468
28.0881479,-80.6143055
25.7923698,-80.2132209
28.8338994,-82.3358636
30.4760103,-87.2129488
30.1596644,-85.6486243
28.6307029,-80.824111
25.860064,-80.214148
28.5497756,-81.5278856
NA,
25.8129583,-80.1414004
NA,
26.0189172,-80.1797209
26.1022242,-80.14078
30.307202,-81.689871
28.0136642,-82.7827283
27.1989708,-80.2435471
NA,
28.26093,-82.1880149
26.9406218,-82.0400582
30.9502015,-87.1507632
27.4656135,-81.4329631
25.8688675,-80.3123181
28.552044,-81.720865
28.0276295,-81.7247112
25.8456827,-80.2684589
30.5335439,-86.4955846
28.1323928,-82.7578905
28.823794,-81.714703
29.1753878,-82.138785
28.254315,-82.714474
27.7786029,-82.650757
29.243217,-81.1075486
28.0134607,-82.5041225
27.0905363,-82.4449121
28.5385,-82.4430386
28.914028,-81.284804
26.1871437,-80.1199314
27.9827603,-82.4910521
26.9890286,-82.0957183
26.5986046,-80.0915388
30.6599519,-86.117635
28.8080948,-81.8683185
26.2751513,-80.1201576
27.3185566,-82.531735
NA,
29.8635258,-81.3175775
28.335224,-80.723195
30.4294318,-87.2312805
27.895852,-81.565518
30.1930709,-82.6325991
27.6583557,-80.3937643
30.1201475,-83.5930863
26.6158716,-81.6594828
27.5391589,-81.5099593
28.2996231,-81.4097325
29.6399529,-82.3426742
30.2735349,-81.3981631
29.4791799,-81.1894316
27.9179801,-81.8440247
NA,
30.634417,-87.0670118
25.4792269,-80.4304752
27.752612,-82.7396872
27.9533568,-82.8028719
27.9378917,-82.4596206
26.7241903,-80.671271
25.9699432,-80.1454176
28.0156281,-82.1387267
NA,
NA,
28.1814929,-81.6418777
30.6531443,-81.4485844
30.786751,-85.241891
24.5808668,-81.7425506
30.2627916,-81.4414608
25.7034557,-80.293775
30.1839838,-82.6863478
28.0606898,-81.9546908
28.8146209,-81.2836352
27.298856,-82.4581575
26.1264969,-80.2053767
26.3585783,-80.1022013
28.0696986,-82.4220469
NA,
26.8294567,-80.0868409
28.3600539,-80.6230934
30.2878473,-81.6011644
27.8053256,-82.7260737
25.7055392,-80.2931475
25.7434206,-80.2547399
25.8847708,-80.3285219
NA,
28.203797,-82.6598273
26.2068048,-80.1110149
29.6603042,-82.4115721
27.9379196,-82.4900813
25.7319483,-80.3857686
28.3478994,-82.2013508
29.1755041,-82.1368523
27.4828573,-82.6238653
27.8437557,-80.4879445
NA,
30.4545977,-86.6335332
26.2119682,-80.2542607
30.1659644,-81.7376226
26.123543,-80.259512
26.0296956,-80.2455491
30.5158357,-87.2180204
29.6425767,-81.6920715
26.9888809,-82.0988521
27.8253407,-82.702445
NA,
30.186569,-85.665132
27.9327476,-82.2873855
26.6394379,-81.943245
27.4320953,-80.3452309
27.9150149,-82.8036373
28.9520683,-82.6245394
27.260939,-80.829868
26.9225859,-80.0964668
30.4759907,-84.231996
28.0026904,-82.574123
28.3612503,-82.6881834
26.4370058,-80.1276797
27.7136892,-82.3652822
27.2884484,-80.2939746
28.5366554,-82.5349898
28.0380294,-82.7075938
30.3610677,-87.1570226
26.9502551,-82.3267065
26.3545206,-80.2032549
26.6842194,-80.2520355
26.6523014,-80.2050406
26.2684092,-80.2557109
25.8228678,-80.1924317
26.014047,-80.3096764
25.747314,-80.3176547
25.9908868,-80.3728387
26.2139589,-81.7320293
26.7248892,-80.0521826
26.7558058,-80.062508
26.081552,-80.364495
37.4812362,-122.2278523
28.1092215,-80.674222
30.378368,-86.306956
25.7242938,-80.2742209
30.7063204,-84.8414208
27.390913,-82.435731
NA,
30.2537775,-81.5826747
29.7791651,-85.2876119
25.6785523,-80.4559629
28.228301,-80.7293673
27.9983893,-80.6127116
28.1954014,-82.3517968
28.1426719,-81.4761791
30.1089312,-81.8323503
29.383637,-82.454997
26.2702003,-81.7886556
25.8299981,-80.2082908
28.657883,-81.2280533
27.5354504,-81.8169147
30.2899154,-83.0035999
30.963259,-85.506581
30.022749,-82.3269609
30.4586994,-85.0500964
NA,
30.7609176,-85.6832562
30.7655797,-85.5429537
26.7533275,-80.9414508
29.9420583,-82.1023286
NA,
24.7103862,-81.0943497
25.0059575,-80.5220346
37.8765705,-87.0518867
25.7414133,-80.294454
28.0617319,-82.4227114
28.3770299,-81.2730529
NA,
32.8862947,-84.3361834
31.2251152,-82.3480407
34.1787541,-84.1407104
33.947691,-83.405571
60.4933699,-151.0782521
61.1308333,-146.3483334
NA,
56.8125,-132.9555556
56.4717323,-132.3757214
60.5411276,-145.7503229
71.2989367,-156.7286143
59.6521505,-151.5500339
NA,
34.2298907,-84.4665699
33.7918827,-84.3221967
33.5696655,-85.0744813
33.7444253,-84.9167712
33.032552,-85.0586022
33.6016619,-83.8474672
34.5102054,-84.9263043
32.0278294,-81.1001261
31.1754151,-81.4844859
34.112518,-82.8747519
34.4405739,-83.1317579
33.4707204,-81.9830717
34.3042465,-83.8172017
34.2007934,-84.7953129
33.2389453,-84.267281
34.5937302,-83.3489281
33.4706236,-81.9899149
33.9695872,-84.5516065
32.030037,-81.0889926
30.8261438,-83.9739317
33.465676,-82.018268
NA,
34.5810438,-83.5370886
NA,
31.98515,-81.154752
32.0666637,-84.2554928
34.0079822,-83.706729
NA,
34.7799558,-84.7830378
34.8858013,-83.9622383
34.2595758,-85.1792023
NA,
32.6166551,-83.6303536
31.76996,-82.3501424
38.0756395,-89.2110313
33.9613926,-83.3979673
32.414409,-81.770256
33.7907835,-84.2828266
34.019518,-86.0793317
33.7517652,-84.3819669
33.9083548,-84.3487133
33.8088286,-84.3944183
32.9957801,-82.8042517
33.9634925,-84.0177214
31.5096167,-82.8634495
33.6809707,-84.0013731
32.1856304,-83.1788278
31.4714885,-83.4915241
33.0104736,-82.4055638
31.1443694,-83.4242749
31.9775657,-83.7812905
NA,
32.834308,-83.6366712
32.592759,-82.3471716
33.5231902,-82.5044555
33.083482,-82.0126278
33.7629065,-84.3729609
30.8635788,-84.2003229
30.8625,-83.2863
31.6018692,-81.8917389
32.5322896,-82.9504767
32.2090345,-82.3758517
32.5057238,-84.9601451
31.603517,-83.2511862
30.9029469,-84.5522362
32.2962248,-83.4842771
32.1661913,-81.8987728
33.8572055,-84.605051
30.7809165,-81.6151466
NA,
32.45961,-83.709672
NA,
32.8473009,-83.618713
33.5793831,-84.3896726
34.2770143,-85.1958281
33.48297,-82.0901567
33.739384,-84.731108
NA,
34.9177348,-84.3743296
36.034909,-86.7666434
33.510351,-84.2271743
33.8773907,-84.0218289
31.0514002,-84.8811151
NA,
32.5346057,-84.9510019
32.8715199,-83.6945317
31.1303008,-83.7725925
33.452819,-84.508624
34.445618,-84.4481517
33.7058416,-84.148048
33.357725,-84.7548685
34.0667005,-84.1764319
33.3848428,-84.7578331
31.2030359,-83.2386396
34.9469261,-85.2640009
31.7753387,-84.79322
32.3841787,-83.3457213
33.3144366,-83.6863843
33.5835467,-83.4804382
31.1753732,-84.7353924
32.3643545,-81.3201209
31.0340448,-82.7642942
32.6049572,-83.7591269
NA,
32.750048,-81.64676
33.5020789,-83.2226561
31.3732967,-84.945641
32.8905558,-84.6829336
33.0320233,-83.946246
33.3045201,-83.9799028
33.7168342,-85.1448575
32.0804405,-82.1090453
34.9463532,-83.7536439
NA,
31.0419915,-83.0860271
31.5393465,-82.4589436
31.5118061,-83.8403001
33.4813372,-83.2421529
34.0141903,-85.1947618
31.2292496,-84.2056173
30.7953875,-83.5594957
31.8572214,-82.606916
32.4069822,-82.0656251
31.8394772,-81.6009755
34.8822021,-83.4145202
NA,
33.9062202,-84.3531945
21.3084698,-157.8538581
20.8844128,-156.4893706
21.4990365,-158.0262249
19.7182454,-155.1127462
21.3808543,-157.7577795
21.3216811,-157.857155
21.3632544,-157.9000128
21.9854096,-159.3644875
19.5199478,-155.9173862
21.3025814,-157.8501322
21.3835987,-157.9382973
20.02287,-155.6650027
21.960201,-159.670349
19.1996221,-155.47207
20.2305329,-155.7986628
21.0938032,-157.0180353
21.6763946,-157.9541328
20.8266853,-156.9171363
22.087369,-159.3142181
20.0763081,-155.4701072
20.7012729,-156.3572643
21.3000624,-157.833622
21.3005605,-157.8353039
42.590512,-114.4960989
46.4166818,-117.0244103
43.6127523,-116.1923716
43.6132915,-116.2558421
43.553871,-116.5706709
43.6544661,-116.6948518
43.4701735,-111.9914279
43.8258931,-111.7708518
42.8739657,-112.4211813
47.6962908,-116.793832
43.6124214,-116.2910311
43.4743705,-111.987557
NA,
43.1963021,-112.3541291
NA,
42.9234862,-114.7109877
42.1890033,-112.2507524
42.781469,-112.8489419
45.1732785,-113.8917555
NA,
44.5184152,-116.049514
42.6525578,-111.6133451
42.7299027,-114.5192125
43.1388461,-115.6931425
44.9090491,-116.1101993
43.7269689,-111.10818
47.5472265,-116.1312938
45.9265605,-116.1271556
42.3162779,-111.3002455
47.3146852,-116.5673181
43.8799868,-116.4845494
42.6204803,-113.6860151
NA,
46.0506397,-116.3534036
42.097555,-111.8733813
43.6481757,-114.3499276
43.6394253,-113.2950802
43.1930542,-112.3468849
42.5349611,-113.7818752
46.7290591,-117.0012522
48.277795,-116.5491403
40.5529164,-90.0389246
NA,
41.5279269,-88.1360016
41.9101854,-87.8417863
42.0649474,-87.6844621
NA,
NA,
NA,
39.9356314,-91.3983317
41.8601109,-87.6957067
39.4057615,-88.8078392
41.7294968,-88.269583
42.0701048,-88.3309151
39.1255444,-88.5495396
42.3579033,-87.8661747
38.5300938,-89.1172755
40.9556647,-90.3657881
41.8026959,-89.6967386
38.2972034,-88.9387805
41.7265222,-87.5679334
41.891127,-87.7757952
38.9075493,-90.1719701
39.8057286,-89.6451854
41.8321425,-87.7917155
39.746779,-90.2598098
39.110403,-90.343118
41.6689986,-87.8141447
41.8786258,-87.8031516
40.987296,-90.3596194
41.7967451,-87.8863882
40.7019828,-89.5905744
41.6922672,-87.6261192
38.5705908,-90.1077569
42.0246461,-87.6839626
41.9667796,-87.6494615
41.8721272,-87.7636486
42.3781918,-87.8325227
41.7883128,-87.6045656
40.4476828,-90.665935
